name,meaning
기본템,"이런 뜻이에요 기본적인 물건(아이템)을 뜻해요.

옷을 어떤 스타일로 입든 활용하기 좋은 기본적인 티셔츠, 바지 등을 말해요.
이렇게 쓰여요 🥰  흰 반팔 티셔츠는 어디에나 잘 어울리는 최고의 기본템이지!"
기저 질환,"이런 뜻이에요 평소에 가지고 있는 병이에요.

'지병'이라고도 불러요. 기저 질환이 있으면 다른 병에 걸렸을 때 몸이 더 아프고, 다른 사람보다 낫기 힘들 수도 있어요.
이렇게 쓰여요 기저 질환이 있는 환자는 코로나19에 걸리지 않기 위해 더 조심해야 합니다."
단일화,"이런 뜻이에요 하나가 된다는 뜻이에요.

주로 선거에서 많이 쓰는 말이죠. 비슷한 목표를 가진 후보자들이 힘을 합치기 위해 단일화를 해요. 두 명의 후보자가 단일화를 하면, 둘 중 한 명만 후보자로 남고, 다른 한 명은 더 이상 후보자가 아니게 돼요.
이렇게 쓰여요 😲 들었어? 방금 김○○ 후보자랑 박○○ 후보자가 단일화를 했대!
🤔 정말? 그러면 둘 중에 후보자로 남은 사람은 누구야?"
루틴,"이런 뜻이에요 습관처럼 매일 반복해서 하는 일을 뜻해요.
이렇게 쓰여요 🧐 너의 아침 루틴은 뭐야?
😎 나는 아침마다 꼭 30분씩 달리기를 해."
성황리,"이런 뜻이에요 ‘사람들이 많이 모인 상태에서’라는 뜻이에요.

모임, 행사, 공연 등과 관련해 많이 쓰는 말이에요.
이렇게 쓰여요 · 올림픽 개막식이 성황리에 시작되었다.
: 올림픽 개막식이 사람이 많이 모인 상태에서 시작되었다.

· 콘서트가 성황리에 끝났다.
: 콘서트가 사람이 많이 모인 상태에서 끝났다."
손절,"이런 뜻이에요 한때 가까웠던 사람과 더 이상 가깝게 지내지 않는다는 뜻이에요.

관계를 끊어버리는 거죠.
이렇게 쓰여요 🥺 나를 계속 괴롭히던 그 친구랑 어제 손절했어.
😭 결국 그렇게 됐구나. 하지만 곧 더 좋은 친구가 생길 거야!"
쇼룸,"이런 뜻이에요 손님이 제품을 직접 보고 살 수 있도록 깔끔하게 꾸며놓은 장소예요.

다양한 제품을 구경할 수 있어요.
이렇게 쓰여요 · 자동차 쇼룸
· 패션 쇼룸
· 인테리어 쇼룸"
빈티지,"이런 뜻이에요 낡고 오래된 느낌이 나는 것을 뜻해요.

빈티지 옷, 빈티지 책상, 빈티지 시계 등 낡고 오래된 물건에 매력을 느끼는 사람들이 있어요.
이렇게 쓰여요 빈티지 가구로 방 분위기를 포근하게 만들어 보세요!"
스토킹,"이런 뜻이에요 어떤 사람을 오랫동안 쫓아다니면서 괴롭히는 범죄예요.

허락 없이 집 앞에 찾아오거나 따라다니고, 계속 전화를 걸거나 메시지를 보내서 상대방에게 피해를 주는 일을 말해요.
이렇게 쓰여요 스토킹한 사람은 ‘스토킹처벌법’으로 처벌받습니다."
스펙,"이런 뜻이에요 사람이나 제품이 가지고 있는 능력이나 기능을 말해요.

취업에 필요한 능력을 이야기할 때 스펙이라는 단어를 많이 사용해요.
이렇게 쓰여요 · 우체국에서 일하고 싶은데 어떤 스펙이 필요한가요?
· ○○ 카메라, 스펙 좋은가요?
· ○○ 스마트폰의 스펙을 소개합니다."
알고리즘,"이런 뜻이에요 사람이 원하는 결과를 컴퓨터가 자동으로 찾아내도록 만든 규칙이에요.

알고리즘을 통해 내가 좋아할 만한 콘텐츠를 추천받을 수 있어요. 예를 들어, 유튜브에 내가 보고 싶은 영상을 검색하면 컴퓨터가 내가 검색한 내용을 보고 내가 좋아할 만한 영상을 자동으로 추천해 줘요.
이렇게 쓰여요 😊 너 오늘 입은 옷 잘 어울린다!
🥰 쇼핑몰에서 알고리즘으로 추천해 준 거 샀는데 나도 마음에 들어!"
언박싱,"이런 뜻이에요 상자를 열어 상품을 꺼내는 일을 뜻해요.

물건을 소개하기 위해 포장을 뜯는 것부터 하나하나 물건을 자세하게 보여주는 영상을 언박싱 영상이라고 불러요.
이렇게 쓰여요 🤩 새로 주문한 핸드폰 도착했다! 언박싱 해봐야지~
🤗 너무 기대된다! 상자 내가 열어봐도 돼?"
완전체,"이런 뜻이에요 모든 것이 빠짐없이 채워진 상태를 뜻해요.

주로 아이돌 그룹의 모든 멤버가 함께 활동할 때, 완전체로 활동한다고 말해요. 어떤 멤버가 개인 앨범을 내서 활동하거나 군대에 가면, 한 그룹이지만 함께 활동하지 못하는 경우도 많거든요.
이렇게 쓰여요 소녀시대 완전체 컴백! "
요망,"이런 뜻이에요 어떤 일이 꼭 이루지기를 바란다는 뜻이에요.

평소 대화할 때는 잘 사용하지 않고, 주로 문서에 쓰이는 말이에요.
이렇게 쓰여요 · 연락 요망
· 주의 요망
· 대피 요망"
위탁 수하물,"이런 뜻이에요 잠깐 동안 맡겨둔 짐을 뜻해요.

'수하물'은 교통수단에 싣는 짐이에요. 비행기를 탈 때는 짐을 비행기의 짐칸에 맡겨둘 수도 있고, 직접 가지고 탈 수도 있어요. 비행기의 짐칸에 실어 맡겨둔 짐을 '위탁 수하물', 비행기에 직접 가지고 타는 수하물을 '기내 수하물'이라고 불러요.
이렇게 쓰여요 보조배터리는 위탁 수하물이므로 반입할 수 없습니다."
양성,"이런 뜻이에요 바이러스, 세균 등이 몸속에 있는지 검사한 결과를 나타낼 때 쓰는 말이에요.

양성이면 바이러스, 세균 등이 몸속에 있다는 뜻이에요.
이렇게 쓰여요 코로나19 검사를 받았는데 안타깝게도 결과는 양성이었다."
이바지,"이런 뜻이에요 어떤 일이 이뤄지도록 도움을 주었다는 뜻이에요.
이렇게 쓰여요 · 세계 평화에 이바지하다.
· 자연 환경 보호에 이바지하다."
이적,"이런 뜻이에요 원래 있던 팀이나 조직에서 다른 팀이나 조직으로 옮긴다는 뜻이에요.
이렇게 쓰여요 · 축구 선수가 새로운 축구팀으로 이적했다.
· 가수가 새로운 소속사로 이적했다."
일교차,"이런 뜻이에요 하루 동안 날씨가 변하는 정도를 뜻해요.

낮에는 추웠다가 밤에 따뜻해지거나, 낮에는 더웠는데 밤에 시원해지는 등 날씨가 심하게 변할 때 '일교차가 크다', '일교차가 심하다'라고 말해요.
이렇게 쓰여요 😯 반팔만 입고도 안 추워? 요즘 일교차가 커서 저녁에는 춥던데!"
장꾸,"이런 뜻이에요 장난이 심한 사람이라는 뜻의 단어 '장난꾸러기'를 줄여서 부르는 말이에요.
이렇게 쓰여요 😜 그 사람은 성격이 장꾸 같은 매력이 있어."
잠정,"이런 뜻이에요 우선 잠시 동안 정해 두는 것을 뜻해요.

확실하게 정한 것은 아니어서 나중에 바뀔 수도 있어요. 주로 '잠정적으로'라는 표현으로 사용해요.
이렇게 쓰여요 배우 ○○○ 님은 건강이 나빠져 잠정적으로 활동을 중단하게 되었습니다."
절찬리,"이런 뜻이에요 많은 사람에게 칭찬을 받는 중이라는 뜻이에요.

주로 '절찬리에'라는 표현으로 사용해요.
이렇게 쓰여요 · 새로 나온 스마트폰이 절찬리에 판매 중이다.
· 유명한 배우가 나온 드라마가 절찬리에 방송 중이다."
정기적금,"이런 뜻이에요 정해진 기간 동안 1개월마다 은행에 돈을 보내 맡겨두고, 정해진 기간이 끝나면 이자와 함께 맡겨둔 돈을 모두 돌려받는 것을 뜻해요.
이렇게 쓰여요 🤩 나 오늘 정기적금 끝나는 날이야. 돈 많이 모았으니까 내가 특별히 맛있는 거 살게!
😆 고마워. 적금 모으느라 고생 많았어!"
제재,"이런 뜻이에요 규칙을 어겼을 때 벌을 주기 위해서 어떤 일을 더 이상 할 수 없도록 만드는 거예요. 
이렇게 쓰여요 안 좋은 물건을 속여서 판 회사가 제재를 받아 더 이상 물건을 팔지 못하게 되었다."
지역화폐,"이런 뜻이에요 어떤 지역에서만 사용할 수 있는 돈이에요.

원하는 만큼 카드에 미리 현금을 충전해서 사용해요. 보통 전통 시장이나 작은 가게에서 쓸 수 있어요.
이렇게 쓰여요 · 경기지역화폐 : 경기도에서만 쓸 수 있는 돈.
· 부산지역화폐 : 부산에서만 쓸 수 있는 돈. '동백전'이라는 이름을 갖고 있다.
· 인천지역화폐 : 인천에서만 쓸 수 있는 돈. '인천e음'이라는 이름을 갖고 있다."
차주,"이런 뜻이에요 다음 주를 뜻하는 말이에요.

차주 목요일이면 다음 주 목요일을 뜻해요.
이렇게 쓰여요 이 자료는 차주까지 준비 부탁드립니다."
주관,"이런 뜻이에요 어떤 일을 책임지고 맡아서 관리한다는 뜻이에요.
이렇게 쓰여요 이번 행사는 보건복지부가 주관하는 행사다."
직캠,"이런 뜻이에요 카메라 등으로 직접 찍은 영상을 뜻해요.

보통 공연장을 직접 방문해 아이돌이나 연예인의 모습을 찍은 영상을 말해요.
이렇게 쓰여요 · 영화 시사회 직캠
· 아이돌 무대 인사 직캠"
지지율,"이런 뜻이에요 어떤 후보자를 얼마나 많은 사람이 응원하는지 나타낸 숫자예요.

선거에서 많이 쓰는 말이에요. 지지율이 높을수록 후보자를 응원하는 사람이 많다는 뜻이에요.
이렇게 쓰여요 3명의 후보자 중 지지율이 가장 높은 후보자가 대통령이 되었다."
쾌유,"이런 뜻이에요 깨끗하게 병이 낫는다는 뜻이에요.

보통 다른 사람의 병이나 상처가 빨리 낫길 바라는 마음을 전할 때 쓰죠.
이렇게 쓰여요 · 당신의 쾌유를 빕니다.
· 어머니가 하루 빨리 쾌유되시기를 바라요."
최애,"이런 뜻이에요 가장 사랑하는 것이나 사람을 뜻해요.

'최'고로 '애'정한다는 뜻이죠. 두 번째로 사랑하는 것이나 사람은 '차애'라고 불러요.
이렇게 쓰여요 · 내 최애 과자는 감자칩이야.
· 가수 중에 내 최애는 BTS지!"
체크인,"이런 뜻이에요 숙소에 들어가기 전에 손님의 정보를 확인하는 것이에요.

체크인을 해야 방에 들어갈 수 있어요. 숙소를 다 이용하고 나오는 것은 ‘체크아웃’이라고 불러요.
이렇게 쓰여요 · OO 호텔 체크인 도와드리겠습니다.
· 체크인 시간은 오후 6시입니다."
탈핵,"이런 뜻이에요 핵 무기를 더 이상 만들지 않게 된다는 거예요.

이미 만든 핵 무기도 더 이상 사용하지 말고 없애자는 거예요. '탈○○'은 ○○으로부터 벗어난다, ○○을 그만한다는 뜻이에요.
이렇게 쓰여요 북한이 핵 무기를 더 이상 만들지 않고 탈핵을 하겠다고 말했다."
피꺼솟,"이런 뜻이에요 피가 거꾸로 솟을 정도로 화가 날 때 쓰는 말이에요.
이렇게 쓰여요 😡 어제 동생이 내가 새로 산 옷을 몰래 입고 나갔는데 옷에 커피를 흘린 거 있지? 완전 피꺼솟...
😨 헉! 너무해... 동생이 옷 다시 사줘야 하는 거 아니야?"
성수기,"이런 뜻이에요 사람들이 어떤 물건이나 서비스 등을 많이 이용하는 때예요.

스키장은 겨울이 성수기인데, 겨울에 눈이 와서 사람들이 스키장에 많이 가기 때문이에요. 성수기는 다른 때보다 물건이나 서비스 등의 가격이 비싸요.
이렇게 쓰여요 🤗 겨울이다! 다음 주에 스키 타러 갈래?
🥶 좋지. 근데 성수기라서 너무 비싸지 않을까?"
비수기,"이런 뜻이에요 사람들이 어떤 물건이나 서비스 등을 적게 이용하는 때예요.

수영장은 여름이 성수기인데, 여름에는 더워서 사람들이 수영장에 많이 가기 때문이에요. 비수기는 다른 때보다 물건이나 서비스 등의 가격이 싸요.
이렇게 쓰여요 🤔 다음 달에 여행을 가는데 숙소가 너무 비쌀까 봐 걱정이야.
🤗 그래도 다음 달은 비수기여서 저렴하지 않을까?"
경선,"이런 뜻이에요 여러 후보자가 경쟁하는 선거를 뜻해요.
이렇게 쓰여요 · 시민들과 인사하는 경선 후보들
· ○○당, 경선 투표 예정.
· 이번 달 31일, 경선 마지막 TV 토론회가 열린다."
